TRACK1 ,TRACK2 50mV,TRACK3,TRACK4,148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,027,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,027,060,010,
148,027,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,027,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,027,060,010,
148,028,060,010,
146,028,060,010,
144,028,060,010,
142,028,060,010,
142,028,060,010,
144,028,060,010,
145,028,060,010,
146,028,060,010,
146,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,027,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,027,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
149,028,060,010,
149,028,060,010,
149,028,060,010,
149,028,060,010,
148,028,060,010,
149,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
148,028,060,010,
